period,x,m_mx,m_qx,m_lx,m_dx,m_ex,blank,f_mx,f_qx,f_lx,f_dx,f_ex
1983-1985,57,0.0126,0.012521,88151.5,1103.7,18.94,NA,0.007166,0.007141,92457.4,660.2,23.65
1983-1985,58,0.014303,0.014202,87047.7,1236.2,18.18,NA,0.008019,0.007987,91797.2,733.2,22.82
1983-1985,59,0.015777,0.015653,85811.5,1343.2,17.43,NA,0.008724,0.008687,91064,791,22
1983-1985,60,0.017657,0.017502,84468.3,1478.4,16.7,NA,0.009796,0.009748,90272.9,880,21.19
1983-1985,61,0.019652,0.019461,82989.9,1615,15.99,NA,0.010549,0.010493,89392.9,938,20.39
1983-1985,62,0.02161,0.021379,81374.9,1739.7,15.3,NA,0.01174,0.011672,88454.9,1032.4,19.6
1983-1985,63,0.023883,0.023601,79635.1,1879.5,14.62,NA,0.012537,0.012459,87422.5,1089.2,18.83
1983-1985,64,0.026078,0.025742,77755.7,2001.6,13.96,NA,0.013832,0.013737,86333.3,1186,18.06
1983-1985,65,0.028773,0.028365,75754.1,2148.7,13.32,NA,0.015022,0.01491,85147.4,1269.5,17.3
1983-1985,66,0.031755,0.031258,73605.3,2300.8,12.69,NA,0.016781,0.016641,83877.8,1395.8,16.56
1983-1985,67,0.034819,0.034223,71304.6,2440.2,12.08,NA,0.018239,0.018074,82482,1490.8,15.83
1983-1985,68,0.038784,0.038046,68864.3,2620,11.49,NA,0.019688,0.019497,80991.2,1579,15.11
1983-1985,69,0.041386,0.040547,66244.3,2686,10.93,NA,0.021811,0.021575,79412.1,1713.3,14.4
1983-1985,70,0.046289,0.045242,63558.3,2875.5,10.37,NA,0.024391,0.024097,77698.8,1872.3,13.71
1983-1985,71,0.050254,0.049022,60682.8,2974.8,9.84,NA,0.026146,0.025808,75826.5,1957,13.04
1983-1985,72,0.055737,0.054225,57708,3129.2,9.32,NA,0.029562,0.029131,73869.6,2151.9,12.37
1983-1985,73,0.061392,0.059564,54578.7,3250.9,8.82,NA,0.032738,0.032211,71717.7,2310.1,11.72
1983-1985,74,0.067661,0.065446,51327.8,3359.2,8.35,NA,0.036128,0.035487,69407.6,2463,11.1
1983-1985,75,0.073782,0.071157,47968.6,3413.3,7.9,NA,0.040527,0.039722,66944.5,2659.2,10.49
1983-1985,76,0.081006,0.077853,44555.3,3468.8,7.47,NA,0.044686,0.043709,64285.3,2809.9,9.9
1983-1985,77,0.08821,0.084484,41086.5,3471.2,7.06,NA,0.048958,0.047789,61475.5,2937.8,9.33
1983-1985,78,0.096217,0.0918,37615.4,3453.1,6.66,NA,0.054847,0.053383,58537.6,3124.9,8.77
1983-1985,79,0.105355,0.100083,34162.3,3419,6.28,NA,0.060955,0.059152,55412.8,3277.8,8.24
1983-1985,80,0.115312,0.109026,30743.2,3351.8,5.93,NA,0.068621,0.066345,52135,3458.9,7.73
1983-1985,81,0.124409,0.117123,27391.4,3208.2,5.59,NA,0.076237,0.073438,48676.1,3574.7,7.24
1983-1985,82,0.137092,0.128298,24183.2,3102.7,5.27,NA,0.085148,0.08167,45101.4,3683.5,6.78
1983-1985,83,0.149955,0.139496,21080.6,2940.7,4.97,NA,0.095601,0.091239,41418,3778.9,6.33
1983-1985,84,0.162236,0.150063,18139.9,2722.1,4.69,NA,0.106783,0.101371,37639,3815.5,5.92
1983-1985,85,0.174904,0.160838,15417.8,2479.8,4.43,NA,0.11893,0.112255,33823.5,3796.9,5.53
1983-1985,86,0.190096,0.173596,12938,2246,4.18,NA,0.133099,0.124794,30026.7,3747.1,5.17
1983-1985,87,0.201033,0.182672,10692,1953.1,3.96,NA,0.147277,0.137176,26279.5,3604.9,4.83
1983-1985,88,0.216399,0.19527,8738.9,1706.4,3.73,NA,0.160919,0.148935,22674.6,3377.1,4.52
1983-1985,89,0.232223,0.208064,7032.4,1463.2,3.51,NA,0.177255,0.162824,19297.6,3142.1,4.22
1983-1985,90,0.251532,0.223432,5569.2,1244.3,3.31,NA,0.198268,0.180386,16155.4,2914.2,3.95
1983-1985,91,0.27101,0.238669,4324.9,1032.2,3.11,NA,0.211335,0.191138,13241.2,2530.9,3.71
1983-1985,92,0.29483,0.256951,3292.7,846.1,2.93,NA,0.234033,0.209516,10710.3,2244,3.47
1983-1985,93,0.310766,0.268972,2446.6,658.1,2.77,NA,0.256459,0.227311,8466.4,1924.5,3.25
1983-1985,94,0.344971,0.294222,1788.5,526.2,2.61,NA,0.274902,0.241682,6541.9,1581.1,3.06
1983-1985,95,0.357281,0.30313,1262.3,382.6,2.49,NA,0.298715,0.259897,4960.8,1289.3,2.88
1983-1985,96,0.381434,0.32034,879.7,281.8,2.36,NA,0.328214,0.281945,3671.5,1035.2,2.71
1983-1985,97,0.415799,0.344233,597.9,205.8,2.23,NA,0.340257,0.290786,2636.3,766.6,2.58
1983-1985,98,0.42868,0.353015,392.1,138.4,2.14,NA,0.359583,0.304785,1869.7,569.9,2.43
1983-1985,99,0.445378,0.364261,253.7,92.4,2.03,NA,0.389115,0.32574,1299.9,423.4,2.28
1983-1985,100,0.519685,0.4125,161.3,66.5,1.91,NA,0.418498,0.346081,876.4,303.3,2.14
1982-1984,0,0.011424,0.011359,100000,1135.9,71.56,NA,0.008932,0.008892,100000,889.2,77.45
1982-1984,1,8.1e-4,8.1e-4,98864.1,80.1,71.38,NA,6.68e-4,6.67e-4,99110.8,66.1,77.14
1982-1984,2,4.59e-4,4.59e-4,98784.1,45.4,70.44,NA,4.06e-4,4.06e-4,99044.6,40.2,76.2
1982-1984,3,3.89e-4,3.89e-4,98738.7,38.4,69.47,NA,2.59e-4,2.59e-4,99004.4,25.6,75.23
1982-1984,4,2.94e-4,2.94e-4,98700.3,29,68.5,NA,2.37e-4,2.37e-4,98978.7,23.4,74.25
1982-1984,5,2.66e-4,2.65e-4,98671.3,26.2,67.52,NA,2.1e-4,2.1e-4,98955.3,20.8,73.26
1982-1984,6,2.56e-4,2.56e-4,98645.1,25.3,66.54,NA,2.01e-4,2.01e-4,98934.5,19.9,72.28
1982-1984,7,2.4e-4,2.4e-4,98619.9,23.7,65.55,NA,1.74e-4,1.74e-4,98914.6,17.2,71.29
1982-1984,8,2.5e-4,2.5e-4,98596.2,24.7,64.57,NA,1.72e-4,1.72e-4,98897.3,17,70.31
1982-1984,9,2.31e-4,2.31e-4,98571.5,22.7,63.58,NA,1.53e-4,1.53e-4,98880.4,15.1,69.32
1982-1984,10,2.3e-4,2.3e-4,98548.8,22.7,62.6,NA,1.78e-4,1.78e-4,98865.3,17.6,68.33
1982-1984,11,2.49e-4,2.49e-4,98526.1,24.6,61.61,NA,1.65e-4,1.65e-4,98847.7,16.3,67.34
1982-1984,12,2.65e-4,2.65e-4,98501.5,26.1,60.63,NA,1.83e-4,1.83e-4,98831.4,18.1,66.35
1982-1984,13,2.73e-4,2.72e-4,98475.4,26.8,59.64,NA,1.89e-4,1.89e-4,98813.3,18.7,65.36
1982-1984,14,3.61e-4,3.61e-4,98448.6,35.6,58.66,NA,2.06e-4,2.06e-4,98794.6,20.4,64.38
1982-1984,15,4.21e-4,4.21e-4,98413,41.4,57.68,NA,2.47e-4,2.47e-4,98774.3,24.4,63.39
1982-1984,16,5.53e-4,5.53e-4,98371.6,54.4,56.71,NA,2.92e-4,2.92e-4,98749.9,28.8,62.4
1982-1984,17,8.66e-4,8.66e-4,98317.2,85.1,55.74,NA,3.28e-4,3.28e-4,98721.1,32.4,61.42
1982-1984,18,9.35e-4,9.35e-4,98232,91.8,54.78,NA,2.96e-4,2.96e-4,98688.7,29.2,60.44
1982-1984,19,9.54e-4,9.54e-4,98140.2,93.6,53.83,NA,3.27e-4,3.27e-4,98659.5,32.2,59.46
1982-1984,20,9.71e-4,9.71e-4,98046.6,95.2,52.89,NA,3.37e-4,3.37e-4,98627.3,33.2,58.48
1982-1984,21,8.49e-4,8.48e-4,97951.5,83.1,51.94,NA,3.25e-4,3.25e-4,98594.1,32,57.5
1982-1984,22,8.42e-4,8.42e-4,97868.4,82.4,50.98,NA,3.1e-4,3.1e-4,98562.1,30.6,56.52
1982-1984,23,7.85e-4,7.85e-4,97786,76.7,50.02,NA,3.03e-4,3.03e-4,98531.5,29.9,55.53
1982-1984,24,7.69e-4,7.69e-4,97709.2,75.1,49.06,NA,3.42e-4,3.42e-4,98501.6,33.7,54.55
1982-1984,25,7.81e-4,7.81e-4,97634.1,76.2,48.1,NA,4e-4,4e-4,98467.9,39.4,53.57
1982-1984,26,8.38e-4,8.38e-4,97557.9,81.7,47.14,NA,4.02e-4,4.01e-4,98428.5,39.5,52.59
1982-1984,27,8.19e-4,8.19e-4,97476.2,79.8,46.18,NA,4.14e-4,4.14e-4,98389,40.7,51.61
1982-1984,28,8.81e-4,8.8e-4,97396.4,85.8,45.21,NA,4.27e-4,4.27e-4,98348.3,42,50.63
1982-1984,29,8.27e-4,8.26e-4,97310.6,80.4,44.25,NA,4.54e-4,4.54e-4,98306.3,44.7,49.65
1982-1984,30,8.6e-4,8.6e-4,97230.2,83.6,43.29,NA,4.76e-4,4.76e-4,98261.7,46.8,48.68
1982-1984,31,8.93e-4,8.93e-4,97146.6,86.7,42.33,NA,5.25e-4,5.25e-4,98214.9,51.6,47.7
1982-1984,32,9.93e-4,9.93e-4,97059.9,96.3,41.36,NA,5.87e-4,5.87e-4,98163.3,57.6,46.72
1982-1984,33,9.86e-4,9.85e-4,96963.5,95.5,40.4,NA,6.27e-4,6.27e-4,98105.7,61.5,45.75
1982-1984,34,0.001041,0.00104,96868,100.8,39.44,NA,6.84e-4,6.83e-4,98044.2,67,44.78
1982-1984,35,0.001136,0.001135,96767.2,109.9,38.48,NA,7.4e-4,7.39e-4,97977.2,72.5,43.81
1982-1984,36,0.001117,0.001117,96657.4,107.9,37.53,NA,7.89e-4,7.89e-4,97904.7,77.2,42.84
1982-1984,37,0.001308,0.001307,96549.4,126.2,36.57,NA,8.38e-4,8.38e-4,97827.5,81.9,41.88
1982-1984,38,0.001386,0.001385,96423.2,133.6,35.62,NA,0.001013,0.001013,97745.5,99,40.91
1982-1984,39,0.0015790000000000001,0.001578,96289.7,152,34.66,NA,0.001148,0.001147,97646.5,112,39.95
1982-1984,40,0.001724,0.001722,96137.7,165.6,33.72,NA,0.001174,0.001173,97534.5,114.4,39
1982-1984,41,0.002039,0.002037,95972.2,195.5,32.78,NA,0.001318,0.001317,97420.1,128.3,38.04
1982-1984,42,0.002228,0.002225,95776.7,213.1,31.84,NA,0.001452,0.001451,97291.8,141.2,37.09
1982-1984,43,0.002432,0.002429,95563.5,232.1,30.91,NA,0.001654,0.001652,97150.6,160.5,36.14
1982-1984,44,0.00278,0.002776,95331.4,264.7,29.98,NA,0.001834,0.001832,96990.1,177.7,35.2
1982-1984,45,0.003204,0.003199,95066.8,304.1,29.07,NA,0.002088,0.002085,96812.4,201.9,34.27
1982-1984,46,0.003574,0.003567,94762.6,338.1,28.16,NA,0.00226,0.002257,96610.5,218.1,33.34
1982-1984,47,0.004,0.003992,94424.6,376.9,27.26,NA,0.00257,0.002567,96392.4,247.5,32.41
1982-1984,48,0.004563,0.004552,94047.7,428.1,26.36,NA,0.002881,0.0028770000000000002,96145,276.6,31.49
1982-1984,49,0.005167,0.005153,93619.5,482.5,25.48,NA,0.00332,0.003314,95868.3,317.7,30.58
1982-1984,50,0.005669,0.005653,93137.1,526.5,24.61,NA,0.003562,0.003555,95550.6,339.7,29.68
1982-1984,51,0.006283,0.006263,92610.6,580,23.75,NA,0.00386,0.003853,95210.9,366.8,28.79
1982-1984,52,0.007088,0.007063,92030.6,650,22.9,NA,0.004414,0.004404,94844,417.7,27.9
1982-1984,53,0.008158,0.008125,91380.6,742.5,22.06,NA,0.004909,0.004897,94426.3,462.4,27.02
1982-1984,54,0.009261,0.009218,90638.1,835.5,21.23,NA,0.005435,0.00542,93964,509.3,26.15
1982-1984,55,0.010388,0.010335,89802.6,928.1,20.42,NA,0.006052,0.006034,93454.7,563.9,25.29
1982-1984,56,0.011535,0.011469,88874.5,1019.3,19.63,NA,0.006581,0.006559,92890.8,609.3,24.44
1982-1984,57,0.013133,0.013048,87855.3,1146.3,18.85,NA,0.007291,0.007265,92281.5,670.4,23.6
1982-1984,58,0.014537,0.014432,86709,1251.4,18.1,NA,0.008067,0.008035,91611.1,736.1,22.77
1982-1984,59,0.016201,0.016071,85457.6,1373.4,17.36,NA,0.008848,0.008809,90875,800.5,21.95
1982-1984,60,0.017932,0.017773,84084.2,1494.4,16.63,NA,0.00986,0.009812,90074.5,883.8,21.14
1982-1984,61,0.019542,0.019353,82589.8,1598.3,15.92,NA,0.010643,0.010586,89190.7,944.2,20.34
1982-1984,62,0.021621,0.02139,80991.4,1732.4,15.23,NA,0.011513,0.011447,88246.5,1010.1,19.55
1982-1984,63,0.024265,0.023974,79259,1900.1,14.55,NA,0.012662,0.012583,87236.4,1097.7,18.77
1982-1984,64,0.026318,0.025976,77358.9,2009.5,13.89,NA,0.013876,0.013781,86138.7,1187.1,18.01
1982-1984,65,0.02944,0.029013,75349.4,2186.1,13.25,NA,0.015174,0.01506,84951.7,1279.3,17.25
1982-1984,66,0.032044,0.031539,73163.3,2307.5,12.63,NA,0.016712,0.016574,83672.4,1386.8,16.51
1982-1984,67,0.03511,0.034504,70855.8,2444.8,12.03,NA,0.018301,0.018135,82285.6,1492.3,15.78
1982-1984,68,0.039015,0.038269,68411,2618,11.44,NA,0.019875,0.019679,80793.3,1589.9,15.06
1982-1984,69,0.04201,0.041146,65793,2707.1,10.87,NA,0.021701,0.021468,79203.4,1700.3,14.35
1982-1984,70,0.046413,0.045361,63085.9,2861.6,10.32,NA,0.024565,0.024267,77503.1,1880.8,13.66
1982-1984,71,0.050602,0.049353,60224.2,2972.2,9.79,NA,0.026506,0.02616,75622.3,1978.2,12.98
1982-1984,72,0.056496,0.054944,57252,3145.7,9.27,NA,0.029446,0.029019,73644.1,2137,12.32
1982-1984,73,0.062609,0.060708,54106.3,3284.7,8.78,NA,0.032886,0.032354,71507,2313.5,11.67
1982-1984,74,0.068891,0.066597,50821.7,3384.6,8.31,NA,0.036546,0.03589,69193.5,2483.4,11.05
1982-1984,75,0.074425,0.071755,47437.1,3403.9,7.87,NA,0.040704,0.039893,66710.1,2661.2,10.44
1982-1984,76,0.080975,0.077824,44033.2,3426.9,7.44,NA,0.045049,0.044057,64048.9,2821.8,9.85
1982-1984,77,0.088871,0.08509,40606.4,3455.2,7.03,NA,0.049441,0.048248,61227.1,2954.1,9.28
1982-1984,78,0.097783,0.093225,37151.2,3463.4,6.63,NA,0.05561,0.054105,58273,3152.9,8.73
1982-1984,79,0.10577,0.100458,33687.8,3384.2,6.26,NA,0.061909,0.06005,55120.1,3310,8.2
1982-1984,80,0.116434,0.110028,30303.6,3334.2,5.91,NA,0.069527,0.067191,51810.1,3481.2,7.69
1982-1984,81,0.125904,0.118448,26969.3,3194.5,5.58,NA,0.076845,0.074002,48328.9,3576.4,7.21
1982-1984,82,0.138786,0.12978,23774.9,3085.5,5.26,NA,0.086624,0.083028,44752.5,3715.7,6.74
1982-1984,83,0.149119,0.138772,20689.4,2871.1,4.97,NA,0.096448,0.092011,41036.8,3775.8,6.31
1982-1984,84,0.162568,0.150347,17818.3,2678.9,4.69,NA,0.107834,0.102318,37261,3812.5,5.9
1982-1984,85,0.175038,0.160952,15139.3,2436.7,4.43,NA,0.120727,0.113855,33448.5,3808.3,5.51
1982-1984,86,0.190987,0.174338,12702.6,2214.6,4.18,NA,0.133906,0.125503,29640.3,3719.9,5.16
1982-1984,87,0.203958,0.185083,10488.1,1941.2,3.96,NA,0.146769,0.136735,25920.3,3544.2,4.83
1982-1984,88,0.219956,0.198162,8546.9,1693.7,3.74,NA,0.163496,0.151141,22376.1,3381.9,4.51
1982-1984,89,0.23411,0.209578,6853.2,1436.3,3.54,NA,0.180778,0.165792,18994.2,3149.1,4.23
1982-1984,90,0.244834,0.218131,5416.9,1181.6,3.35,NA,0.196998,0.179334,15845.1,2841.6,3.97
1982-1984,91,0.265788,0.23461,4235.3,993.7,3.15,NA,0.21118,0.191011,13003.5,2483.8,3.72
1982-1984,92,0.29045,0.253618,3241.7,822.2,2.96,NA,0.230261,0.206488,10519.7,2172.2,3.48
1982-1984,93,0.307259,0.266341,2419.5,644.4,2.8,NA,0.25315,0.224707,8347.5,1875.8,3.26
1982-1984,94,0.345039,0.294272,1775.1,522.4,2.63,NA,0.278882,0.244753,6471.8,1584,3.06
1982-1984,95,0.36025,0.305264,1252.7,382.4,2.52,NA,0.294682,0.256839,4887.8,1255.4,2.89
1982-1984,96,0.374922,0.315734,870.3,274.8,2.4,NA,0.325493,0.279935,3632.4,1016.8,2.72
1982-1984,97,0.40321,0.33556,595.5,199.8,2.28,NA,0.344602,0.293953,2615.6,768.9,2.58
1982-1984,98,0.412977,0.342297,395.7,135.4,2.18,NA,0.365349,0.308918,1846.7,570.5,2.45
1982-1984,99,0.416164,0.344483,260.3,89.7,2.05,NA,0.378586,0.318329,1276.2,406.3,2.32
1982-1984,100,0.502033,0.4013,170.6,68.5,1.86,NA,0.419211,0.346568,870,301.5,2.17
1981-1983,0,0.012101,0.012028,100000,1202.8,71.28,NA,0.009258,0.009215,100000,921.5,77.22
1981-1983,1,8.16e-4,8.16e-4,98797.2,80.6,71.15,NA,6.9e-4,6.9e-4,99078.5,68.3,76.93
1981-1983,2,4.87e-4,4.87e-4,98716.5,48.1,70.21,NA,4.4e-4,4.4e-4,99010.1,43.6,75.99
1981-1983,3,3.71e-4,3.71e-4,98668.5,36.6,69.24,NA,2.87e-4,2.87e-4,98966.5,28.4,75.02
1981-1983,4,3.43e-4,3.43e-4,98631.9,33.8,68.27,NA,2.53e-4,2.53e-4,98938.2,25,74.04
1981-1983,5,2.79e-4,2.79e-4,98598.1,27.5,67.29,NA,2.11e-4,2.11e-4,98913.2,20.9,73.06
1981-1983,6,2.83e-4,2.83e-4,98570.6,27.9,66.31,NA,2.17e-4,2.17e-4,98892.3,21.4,72.08
1981-1983,7,2.62e-4,2.62e-4,98542.7,25.8,65.33,NA,1.81e-4,1.81e-4,98870.9,17.9,71.09
1981-1983,8,2.53e-4,2.53e-4,98516.9,24.9,64.34,NA,1.75e-4,1.75e-4,98853,17.3,70.1
1981-1983,9,2.36e-4,2.36e-4,98491.9,23.3,63.36,NA,1.49e-4,1.49e-4,98835.6,14.8,69.12
1981-1983,10,2.2e-4,2.2e-4,98468.7,21.7,62.37,NA,1.89e-4,1.89e-4,98820.9,18.7,68.13
1981-1983,11,2.51e-4,2.51e-4,98447,24.7,61.39,NA,1.72e-4,1.72e-4,98802.2,16.9,67.14
1981-1983,12,2.65e-4,2.65e-4,98422.3,26.1,60.4,NA,1.77e-4,1.77e-4,98785.2,17.4,66.15
1981-1983,13,3.02e-4,3.02e-4,98396.3,29.7,59.42,NA,1.9e-4,1.9e-4,98767.8,18.8,65.16
1981-1983,14,3.57e-4,3.57e-4,98366.5,35.1,58.44,NA,2.24e-4,2.24e-4,98749,22.1,64.17
1981-1983,15,4.15e-4,4.15e-4,98331.4,40.8,57.46,NA,2.51e-4,2.51e-4,98726.9,24.8,63.19
1981-1983,16,5.49e-4,5.49e-4,98290.6,53.9,56.48,NA,2.92e-4,2.92e-4,98702.1,28.8,62.2
1981-1983,17,9.44e-4,9.44e-4,98236.7,92.7,55.51,NA,3.21e-4,3.21e-4,98673.3,31.7,61.22
1981-1983,18,0.001001,0.001,98144,98.2,54.56,NA,3.45e-4,3.45e-4,98641.6,34.1,60.24
1981-1983,19,9.98e-4,9.98e-4,98045.8,97.8,53.62,NA,3.32e-4,3.32e-4,98607.5,32.7,59.26
1981-1983,20,9.68e-4,9.67e-4,97948,94.7,52.67,NA,3.48e-4,3.48e-4,98574.8,34.3,58.28
1981-1983,21,8.23e-4,8.23e-4,97853.2,80.5,51.72,NA,3.25e-4,3.25e-4,98540.5,32,57.3
1981-1983,22,8.4e-4,8.39e-4,97772.7,82.1,50.76,NA,3.33e-4,3.33e-4,98508.5,32.8,56.32
1981-1983,23,7.84e-4,7.84e-4,97690.6,76.6,49.81,NA,3.31e-4,3.31e-4,98475.7,32.6,55.34
1981-1983,24,7.79e-4,7.78e-4,97614,76,48.85,NA,3.43e-4,3.43e-4,98443.1,33.7,54.36
1981-1983,25,7.79e-4,7.79e-4,97538.1,76,47.88,NA,3.89e-4,3.89e-4,98409.4,38.2,53.38
1981-1983,26,8.37e-4,8.37e-4,97462.1,81.6,46.92,NA,4.18e-4,4.18e-4,98371.1,41.1,52.4
1981-1983,27,8.3e-4,8.29e-4,97380.5,80.7,45.96,NA,4.22e-4,4.22e-4,98330,41.4,51.42
1981-1983,28,8.56e-4,8.55e-4,97299.8,83.2,45,NA,4.36e-4,4.36e-4,98288.5,42.8,50.44
1981-1983,29,8.62e-4,8.62e-4,97216.5,83.8,44.03,NA,4.44e-4,4.44e-4,98245.7,43.6,49.46
1981-1983,30,8.98e-4,8.97e-4,97132.8,87.1,43.07,NA,5.07e-4,5.07e-4,98202.1,49.8,48.48
1981-1983,31,9.26e-4,9.26e-4,97045.6,89.8,42.11,NA,5.58e-4,5.58e-4,98152.3,54.8,47.51
1981-1983,32,9.83e-4,9.82e-4,96955.8,95.2,41.15,NA,5.86e-4,5.86e-4,98097.5,57.5,46.53
1981-1983,33,9.73e-4,9.73e-4,96860.6,94.2,40.19,NA,6.18e-4,6.17e-4,98040,60.5,45.56
1981-1983,34,9.98e-4,9.97e-4,96766.4,96.5,39.23,NA,6.76e-4,6.76e-4,97979.4,66.2,44.59
1981-1983,35,0.001114,0.001113,96669.9,107.6,38.27,NA,7.64e-4,7.63e-4,97913.2,74.8,43.62
1981-1983,36,0.001165,0.001164,96562.3,112.4,37.31,NA,8.38e-4,8.38e-4,97838.5,82,42.65
1981-1983,37,0.001312,0.001311,96449.9,126.5,36.35,NA,8.83e-4,8.82e-4,97756.5,86.3,41.69
1981-1983,38,0.001441,0.00144,96323.4,138.7,35.4,NA,0.001038,0.001037,97670.2,101.3,40.72
1981-1983,39,0.001587,0.001585,96184.7,152.5,34.45,NA,0.001089,0.001088,97568.9,106.2,39.77
1981-1983,40,0.001873,0.001872,96032.3,179.7,33.5,NA,0.001243,0.001242,97462.8,121.1,38.81
1981-1983,41,0.002112,0.002109,95852.5,202.2,32.56,NA,0.001357,0.001356,97341.7,132,37.86
1981-1983,42,0.002312,0.00231,95650.4,220.9,31.63,NA,0.001539,0.001538,97209.7,149.5,36.91
1981-1983,43,0.00248,0.002477,95429.4,236.4,30.7,NA,0.001673,0.001672,97060.2,162.3,35.96
1981-1983,44,0.002806,0.002802,95193.1,266.7,29.78,NA,0.001943,0.001941,96897.9,188,35.02
1981-1983,45,0.003267,0.003262,94926.4,309.6,28.86,NA,0.002158,0.002156,96709.9,208.5,34.09
1981-1983,46,0.003685,0.003678,94616.7,348,27.95,NA,0.002337,0.002334,96501.4,225.2,33.16
1981-1983,47,0.004177,0.004168,94268.7,392.9,27.06,NA,0.002702,0.002698,96276.1,259.8,32.24
1981-1983,48,0.00453,0.00452,93875.8,424.3,26.17,NA,0.003011,0.003007,96016.3,288.7,31.32
1981-1983,49,0.005379,0.005365,93451.5,501.3,25.28,NA,0.003398,0.003392,95727.7,324.7,30.42
1981-1983,50,0.005907,0.005889,92950.2,547.4,24.42,NA,0.003749,0.003742,95402.9,357,29.52
1981-1983,51,0.006432,0.006411,92402.8,592.4,23.56,NA,0.003934,0.003927,95045.9,373.2,28.63
1981-1983,52,0.007395,0.007368,91810.3,676.5,22.71,NA,0.004504,0.004494,94672.7,425.4,27.74
1981-1983,53,0.00852,0.008484,91133.9,773.2,21.87,NA,0.005095,0.005082,94247.3,479,26.86
1981-1983,54,0.009619,0.009573,90360.7,865,21.06,NA,0.005631,0.005615,93768.3,526.5,26
1981-1983,55,0.010827,0.010768,89495.7,963.7,20.25,NA,0.006309,0.006289,93241.8,586.4,25.14
1981-1983,56,0.011909,0.011839,88532,1048.1,19.47,NA,0.006657,0.006635,92655.4,614.8,24.3
1981-1983,57,0.013627,0.013535,87483.9,1184.1,18.7,NA,0.007418,0.00739,92040.6,680.2,23.45
1981-1983,58,0.0149,0.01479,86299.9,1276.4,17.95,NA,0.008062,0.00803,91360.4,733.6,22.63
1981-1983,59,0.016611,0.016474,85023.5,1400.7,17.21,NA,0.008881,0.008841,90626.8,801.3,21.8
1981-1983,60,0.018358,0.018191,83622.8,1521.2,16.49,NA,0.009993,0.009943,89825.5,893.1,20.99
1981-1983,61,0.019514,0.019326,82101.6,1586.7,15.78,NA,0.010577,0.010521,88932.4,935.7,20.2
1981-1983,62,0.022054,0.021814,80514.9,1756.3,15.08,NA,0.011641,0.011574,87996.7,1018.5,19.41
1981-1983,63,0.024508,0.024212,78758.6,1906.9,14.41,NA,0.012775,0.012694,86978.2,1104.1,18.63
1981-1983,64,0.02741,0.027039,76851.7,2078,13.76,NA,0.014296,0.014195,85874.1,1219,17.86
1981-1983,65,0.029902,0.029461,74773.7,2202.9,13.12,NA,0.015149,0.015035,84655.1,1272.8,17.11
1981-1983,66,0.032019,0.031515,72570.8,2287.1,12.51,NA,0.016652,0.016514,83382.4,1377,16.37
1981-1983,67,0.035593,0.034971,70283.7,2457.9,11.9,NA,0.018443,0.018274,82005.3,1498.6,15.63
1981-1983,68,0.039273,0.038516,67825.9,2612.4,11.31,NA,0.020018,0.019819,80506.8,1595.6,14.92
1981-1983,69,0.042863,0.041963,65213.5,2736.6,10.74,NA,0.021761,0.021527,78911.2,1698.7,14.21
1981-1983,70,0.047556,0.046451,62476.9,2902.1,10.19,NA,0.024697,0.024396,77212.5,1883.7,13.51
1981-1983,71,0.052,0.050682,59574.8,3019.4,9.66,NA,0.026934,0.026576,75328.8,2001.9,12.84
1981-1983,72,0.057526,0.055918,56555.4,3162.5,9.15,NA,0.030133,0.029686,73326.8,2176.8,12.17
1981-1983,73,0.064017,0.062031,53392.9,3312,8.67,NA,0.033379,0.032831,71150,2335.9,11.53
1981-1983,74,0.069864,0.067505,50080.9,3380.7,8.21,NA,0.037143,0.036466,68814.1,2509.4,10.9
1981-1983,75,0.075861,0.073089,46700.1,3413.3,7.76,NA,0.041754,0.0409,66304.7,2711.9,10.3
1981-1983,76,0.08283,0.079536,43286.9,3442.9,7.34,NA,0.045856,0.044828,63592.9,2850.7,9.71
1981-1983,77,0.090262,0.086364,39844,3441.1,6.93,NA,0.050505,0.049261,60742.1,2992.2,9.15
1981-1983,78,0.099771,0.09503,36402.9,3459.4,6.54,NA,0.056746,0.05518,57749.9,3186.7,8.6
1981-1983,79,0.108569,0.102979,32943.6,3392.5,6.17,NA,0.063225,0.061288,54563.3,3344.1,8.07
1981-1983,80,0.118057,0.111477,29551.1,3294.3,5.82,NA,0.071299,0.068844,51219.2,3526.1,7.56
1981-1983,81,0.129243,0.121398,26256.8,3187.5,5.49,NA,0.079374,0.076344,47693,3641.1,7.08
1981-1983,82,0.142184,0.132746,23069.3,3062.4,5.18,NA,0.089404,0.085578,44051.9,3769.9,6.63
1981-1983,83,0.151835,0.141121,20006.9,2823.4,4.89,NA,0.10013,0.095356,40282,3841.1,6.2
1981-1983,84,0.166998,0.154128,17183.5,2648.5,4.61,NA,0.111784,0.105867,36440.9,3857.9,5.8
1981-1983,85,0.1787,0.164042,14535,2384.4,4.36,NA,0.123169,0.116024,32583,3780.4,5.43
1981-1983,86,0.195606,0.178179,12150.7,2165,4.12,NA,0.138017,0.129107,28802.6,3718.6,5.08
1981-1983,87,0.209191,0.189382,9985.7,1891.1,3.91,NA,0.151164,0.140542,25084,3525.3,4.76
1981-1983,88,0.226353,0.20334,8094.6,1646,3.7,NA,0.168281,0.155221,21558.7,3346.4,4.45
